"","new.date2","precip1"
"4610",2002-02-15,"0"
"4611",2002-03-15,"0"
"4612",2002-04-15,"1.25"
"4613",2002-05-15,"0"
"4614",2002-06-15,"0.4"
"4615",2002-07-15,"0.05"
"4616",2002-08-15,"0"
"4617",2002-09-15,"0.32"
"4618",2002-10-15,"0"
"4619",2002-11-15,"0"
"4620",2002-12-15,"0"
"4621",2003-01-15,"0"
"4622",2003-02-15,"0"
"4623",2003-03-15,"0"
"4624",2003-04-15,"0"
"4625",2003-05-15,"0"
"4626",2003-06-15,"0.05"
"4627",2003-07-15,"0.05"
"4628",2003-08-15,"0"
"4629",2003-09-15,"0"
"4630",2003-10-15,"1.2"
"4631",2003-11-15,"0.01"
"4632",2003-12-15,"1.8"
"4633",2004-01-15,"0"
"4634",2004-02-15,"0"
"4635",2004-03-15,"0.11"
"4636",2004-04-15,"0.25"
"4637",2004-05-15,"0.1"
"4638",2004-06-15,"0"
"4639",2004-07-15,"0.1"
"4640",2004-08-15,"0.03"
"4641",2004-09-15,"0"
"4642",2004-10-15,"0.05"
"4643",2004-11-15,"0"
"4644",2004-12-15,"0"
"4645",2005-01-15,"0"
"4646",2005-02-15,"1.3"
"4647",2005-03-15,"0.05"
"4648",2005-04-15,"0"
"4649",2005-05-15,"0.3"
"4650",2005-06-15,"0.28"
"4651",2005-07-15,"0"
"4652",2005-08-15,"0.22"
"4653",2005-09-15,"0.7"
"4654",2005-10-15,"1.35"
"4655",2005-11-15,"0.15"
"4656",2005-12-15,"0"
"4657",2006-01-15,"2"
"4658",2006-02-15,"0"
"4659",2006-03-15,"0"
"4660",2006-04-15,"0.4"
"4661",2006-05-15,"0.8"
"4662",2006-06-15,"0.1"
"4663",2006-07-15,"0"
"4664",2006-08-15,"0.33"
"4665",2006-09-15,"0"
"4666",2006-10-15,"0"
"4667",2006-11-15,"0.05"
"4668",2006-12-15,"0.01"
"4669",2007-01-15,"0.1"
"4670",2007-02-15,"0.13"
"4671",2007-03-15,"0.25"
"4672",2007-04-15,"0.08"
"4673",2007-05-15,"0.15"
"4674",2007-06-15,"0"
"4675",2007-07-15,"0.55"
"4676",2007-08-15,"0"
"4677",2007-09-15,"0.48"
"4678",2007-10-15,"0"
"4679",2007-11-15,"0.4"
"4680",2007-12-15,"0"
"4681",1982-01-16,"0.18"
"4682",1982-02-16,"0"
"4683",1982-03-16,"0"
"4684",1982-04-16,"0"
"4685",1982-05-16,"0.01"
"4686",1982-06-16,"0"
"4687",1982-07-16,"0"
"4688",1982-08-16,"0"
"4689",1982-09-16,"0"
"4690",1982-10-16,"0"
"4691",1982-11-16,"0.99"
"4692",1982-12-16,"0"
"4693",1983-01-16,"0.2"
"4694",1983-02-16,"0"
"4695",1983-03-16,"0"
"4696",1983-04-16,"0"
"4697",1983-05-16,"0.05"
"4698",1983-06-16,"0"
"4699",1983-07-16,"0.4"
"4700",1983-08-16,"0.22"
"4701",1983-09-16,"0"
"4702",1983-10-16,"0"
"4703",1983-11-16,"0"
"4704",1983-12-16,"0.19"
"4705",1984-01-16,"0"
"4706",1984-02-16,"0.1"
"4707",1984-03-16,"0.05"
"4708",1984-04-16,"0"
"4709",1984-05-16,"0"
"4710",1984-06-16,"0.02"
"4711",1984-07-16,"0"
"4712",1984-08-16,"0.05"
"4713",1984-09-16,"0.33"
"4714",1984-10-16,"0"
"4715",1984-11-16,"0"
"4716",1984-12-16,"0.07"
"4717",1985-01-16,"0"
"4718",1985-02-16,"0"
"4719",1985-03-16,"0"
"4720",1985-04-16,"0"
"4721",1985-05-16,"0"
"4722",1985-06-16,"0"
"4723",1985-07-16,"0"
"4724",1985-08-16,"1.25"
"4725",1985-09-16,"0"
"4726",1985-10-16,"0.4"
"4727",1985-11-16,"0.06"
"4728",1985-12-16,"0"
"4729",1986-01-16,"0"
"4730",1986-02-16,"0"
"4731",1986-03-16,"0.87"
"4732",1986-04-16,"0"
"4733",1986-05-16,"0"
"4734",1986-06-16,"0"
"4735",1986-07-16,"0"
"4736",1986-08-16,"0"
"4737",1986-09-16,"0.85"
"4738",1986-10-16,"0"
"4739",1986-11-16,"0"
"4740",1986-12-16,"0"
"4741",1987-01-16,"0"
"4742",1987-02-16,"0"
"4743",1987-03-16,"0.01"
"4744",1987-04-16,"0"
"4745",1987-05-16,"0.4"
"4746",1987-06-16,"0.03"
"4747",1987-07-16,"0.08"
"4748",1987-08-16,"0"
"4749",1987-09-16,"0"
"4750",1987-10-16,"0"
"4751",1987-11-16,"0"
"4752",1987-12-16,"0"
"4753",1988-01-16,"0"
"4754",1988-02-16,"0.48"
"4755",1988-03-16,"0"
"4756",1988-04-16,"0.02"
"4757",1988-05-16,"0"
"4758",1988-06-16,"0"
"4759",1988-07-16,"0"
"4760",1988-08-16,"0"
"4761",1988-09-16,"0"
"4762",1988-10-16,"0"
"4763",1988-11-16,"0"
"4764",1988-12-16,"0.21"
"4765",1989-01-16,"0.75"
"4766",1989-02-16,"0.25"
"4767",1989-03-16,"0.04"
"4768",1989-04-16,"0"
"4769",1989-05-16,"0"
"4770",1989-06-16,"0"
"4771",1989-07-16,"0"
"4772",1989-08-16,"0"
"4773",1989-09-16,"1.35"
"4774",1989-10-16,"0"
"4775",1989-11-16,"0.27"
"4776",1989-12-16,"0"
"4777",1990-01-16,"0.17"
"4778",1990-02-16,"0.25"
"4779",1990-03-16,"0.04"
"4780",1990-04-16,"0.9"
"4781",1990-05-16,"0.04"
"4782",1990-06-16,"0"
"4783",1990-07-16,"0"
"4784",1990-08-16,"0"
"4785",1990-09-16,"0.3"
"4786",1990-10-16,"0.01"
"4787",1990-11-16,"0"
"4788",1990-12-16,"1.33"
"4789",1991-01-16,"0"
"4790",1991-02-16,"0.03"
"4791",1991-03-16,"0"
"4792",1991-04-16,"0.32"
"4793",1991-05-16,"0"
"4794",1991-06-16,"0.33"
"4795",1991-07-16,"0"
"4796",1991-08-16,"0.02"
"4797",1991-09-16,"0.68"
"4798",1991-10-16,"0"
"4799",1991-11-16,"0.15"
"4800",1991-12-16,"0"
"4801",1992-01-16,"0"
"4802",1992-02-16,"0.54"
"4803",1992-03-16,"0"
"4804",1992-04-16,"0"
"4805",1992-05-16,"0"
"4806",1992-06-16,"0.04"
"4807",1992-07-16,"0.02"
"4808",1992-08-16,"0"
"4809",1992-09-16,"0"
"4810",1992-10-16,"0"
"4811",1992-11-16,"0"
"4812",1992-12-16,"0"
"4813",1993-01-16,"0"
"4814",1993-02-16,"1.25"
"4815",1993-03-16,"0"
"4816",1993-04-16,"0.05"
"4817",1993-05-16,"0"
"4818",1993-06-16,"0"
"4819",1993-07-16,"0.06"
"4820",1993-08-16,"0"
"4821",1993-09-16,"0"
"4822",1993-10-16,"0"
"4823",1993-11-16,"0"
"4824",1993-12-16,"0"
"4825",1994-01-16,"0"
"4826",1994-02-16,"0"
"4827",1994-03-16,"0.01"
"4828",1994-04-16,"0"
"4829",1994-05-16,"0.6"
"4830",1994-06-16,"0"
"4831",1994-07-16,"0.02"
"4832",1994-08-16,"0"
"4833",1994-09-16,"0"
"4834",1994-10-16,"0"
"4835",1994-11-16,"0"
"4836",1994-12-16,"0"
"4837",1995-01-16,"0.18"
"4838",1995-02-16,"0.54"
"4839",1995-03-16,"0.05"
"4840",1995-04-16,"0.16"
"4841",1995-05-16,"0.2"
"4842",1995-06-16,"0"
"4843",1995-07-16,"0"
"4844",1995-08-16,"0"
"4845",1995-09-16,"0"
"4846",1995-10-16,"0"
"4847",1995-11-16,"0"
"4848",1995-12-16,"0.05"
"4849",1996-01-16,"0"
"4850",1996-02-16,"0.15"
"4851",1996-03-16,"0.5"
"4852",1996-04-16,"2.45"
"4853",1996-05-16,"0.01"
"4854",1996-06-16,"0"
"4855",1996-07-16,"0.05"
"4856",1996-08-16,"0"
"4857",1996-09-16,"0"
"4858",1996-10-16,"0"
"4859",1996-11-16,"0"
"4860",1996-12-16,"0"
"4861",1997-01-16,"0.58"
"4862",1997-02-16,"0"
"4863",1997-03-16,"0"
"4864",1997-04-16,"0"
"4865",1997-05-16,"1.1"
"4866",1997-06-16,"0"
"4867",1997-07-16,"0"
"4868",1997-08-16,"0.15"
"4869",1997-09-16,"0"
"4870",1997-10-16,"0"
"4871",1997-11-16,"0.38"
"4872",1997-12-16,"0"
"4873",1998-01-16,"0.28"
"4874",1998-02-16,"0"
"4875",1998-03-16,"0"
"4876",1998-04-16,"0"
"4877",1998-05-16,"0"
"4878",1998-06-16,"0.1"
"4879",1998-07-16,"0"
"4880",1998-08-16,"0"
"4881",1998-09-16,"0"
"4882",1998-10-16,"0.02"
"4883",1998-11-16,"0"
"4884",1998-12-16,"0"
"4885",1999-01-16,"0"
"4886",1999-02-16,"0"
"4887",1999-03-16,"0"
"4888",1999-04-16,"0"
"4889",1999-05-16,"0"
"4890",1999-06-16,"0"
"4891",1999-07-16,"0"
"4892",1999-08-16,"0"
"4893",1999-09-16,"2"
"4894",1999-10-16,"0"
"4895",1999-11-16,"0"
"4896",1999-12-16,"0.3"
"4897",2000-01-16,"0.45"
"4898",2000-02-16,"0.1"
"4899",2000-03-16,"0.17"
"4900",2000-04-16,"0"
"4901",2000-05-16,"0"
"4902",2000-06-16,"0"
"4903",2000-07-16,"2.25"
"4904",2000-08-16,"0.12"
"4905",2000-09-16,"0"
"4906",2000-10-16,"0"
"4907",2000-11-16,"0"
"4908",2000-12-16,"0.01"
"4909",2001-01-16,"0.03"
"4910",2001-02-16,"0"
"4911",2001-03-16,"0"
"4912",2001-04-16,"0"
"4913",2001-05-16,"0.05"
"4914",2001-06-16,"0"
"4915",2001-07-16,"0"
"4916",2001-08-16,"0"
"4917",2001-09-16,"0"
"4918",2001-10-16,"0.1"
"4919",2001-11-16,"0"
"4920",2001-12-16,"0"
"4921",2002-01-16,"0.35"
"4922",2002-02-16,"0"
"4923",2002-03-16,"0.1"
"4924",2002-04-16,"0"
"4925",2002-05-16,"0"
"4926",2002-06-16,"0.1"
"4927",2002-07-16,"0.15"
"4928",2002-08-16,"0"
"4929",2002-09-16,"1.63"
"4930",2002-10-16,"1.3"
"4931",2002-11-16,"0"
"4932",2002-12-16,"0"
"4933",2003-01-16,"0"
"4934",2003-02-16,"0"
"4935",2003-03-16,"0"
"4936",2003-04-16,"0.01"
"4937",2003-05-16,"0"
"4938",2003-06-16,"0"
"4939",2003-07-16,"0.15"
"4940",2003-08-16,"0.05"
"4941",2003-09-16,"0.1"
"4942",2003-10-16,"0.05"
"4943",2003-11-16,"0"
"4944",2003-12-16,"0"
"4945",2004-01-16,"0"
"4946",2004-02-16,"0"
"4947",2004-03-16,"0"
"4948",2004-04-16,"0"
"4949",2004-05-16,"0.35"
"4950",2004-06-16,"0"
"4951",2004-07-16,"0"
"4952",2004-08-16,"0.03"
"4953",2004-09-16,"0"
"4954",2004-10-16,"1.15"
"4955",2004-11-16,"0"
"4956",2004-12-16,"0"
"4957",2005-01-16,"0"
"4958",2005-02-16,"0.32"
"4959",2005-03-16,"0.05"
"4960",2005-04-16,"0"
"4961",2005-05-16,"0.25"
"4962",2005-06-16,"0.25"
"4963",2005-07-16,"0"
"4964",2005-08-16,"0"
"4965",2005-09-16,"0"
"4966",2005-10-16,"0.43"
"4967",2005-11-16,"0.2"
"4968",2005-12-16,"0.58"
"4969",2006-01-16,"0"
"4970",2006-02-16,"0"
"4971",2006-03-16,"0"
"4972",2006-04-16,"0.05"
"4973",2006-05-16,"1.38"
"4974",2006-06-16,"0"
"4975",2006-07-16,"0"
"4976",2006-08-16,"0"
"4977",2006-09-16,"0"
"4978",2006-10-16,"0"
"4979",2006-11-16,"0.28"
"4980",2006-12-16,"0"
"4981",2007-01-16,"0.05"
"4982",2007-02-16,"0"
"4983",2007-03-16,"0.15"
"4984",2007-04-16,"4.45"
"4985",2007-05-16,"1.9"
"4986",2007-06-16,"0"
"4987",2007-07-16,"0"
"4988",2007-08-16,"0.4"
"4989",2007-09-16,"0"
"4990",2007-10-16,"0"
"4991",2007-11-16,"1"
"4992",2007-12-16,"1"
"4993",1982-01-17,"0.12"
"4994",1982-02-17,"0"
"4995",1982-03-17,"0"
"4996",1982-04-17,"0"
"4997",1982-05-17,"0"
"4998",1982-06-17,"0"
"4999",1982-07-17,"0.04"
"5000",1982-08-17,"0"
"5001",1982-09-17,"0.03"
"5002",1982-10-17,"0"
"5003",1982-11-17,"0"
"5004",1982-12-17,"0.7"
"5005",1983-01-17,"0.85"
"5006",1983-02-17,"0"
"5007",1983-03-17,"0"
"5008",1983-04-17,"0"
"5009",1983-05-17,"0.7"
"5010",1983-06-17,"0"
"5011",1983-07-17,"0"
"5012",1983-08-17,"0"
"5013",1983-09-17,"0"
"5014",1983-10-17,"0"
"5015",1983-11-17,"3.4"
"5016",1983-12-17,"0"
"5017",1984-01-17,"0"
"5018",1984-02-17,"0.4"
"5019",1984-03-17,"0.04"
"5020",1984-04-17,"1.36"
"5021",1984-05-17,"0.05"
"5022",1984-06-17,"0"
"5023",1984-07-17,"0.02"
"5024",1984-08-17,"0.03"
"5025",1984-09-17,"0"
"5026",1984-10-17,"0"
"5027",1984-11-17,"0.03"
"5028",1984-12-17,"0"
"5029",1985-01-17,"0"
"5030",1985-02-17,"0"
"5031",1985-03-17,"0"
"5032",1985-04-17,"0.15"
"5033",1985-05-17,"0.05"
"5034",1985-06-17,"0.17"
"5035",1985-07-17,"0"
"5036",1985-08-17,"0.02"
"5037",1985-09-17,"0"
"5038",1985-10-17,"0"
"5039",1985-11-17,"0"
"5040",1985-12-17,"0.27"
"5041",1986-01-17,"0"
"5042",1986-02-17,"0"
"5043",1986-03-17,"0.03"
"5044",1986-04-17,"0"
"5045",1986-05-17,"0.02"
"5046",1986-06-17,"0.04"
"5047",1986-07-17,"0"
"5048",1986-08-17,"0.18"
"5049",1986-09-17,"0"
"5050",1986-10-17,"0"
"5051",1986-11-17,"0"
"5052",1986-12-17,"0"
"5053",1987-01-17,"0"
"5054",1987-02-17,"0"
"5055",1987-03-17,"0.26"
"5056",1987-04-17,"0"
"5057",1987-05-17,"0"
"5058",1987-06-17,"0.04"
"5059",1987-07-17,"0"
"5060",1987-08-17,"0"
"5061",1987-09-17,"0"
"5062",1987-10-17,"0"
"5063",1987-11-17,"0"
"5064",1987-12-17,"1.33"
"5065",1988-01-17,"0"
"5066",1988-02-17,"0"
"5067",1988-03-17,"0"
"5068",1988-04-17,"0.85"
"5069",1988-05-17,"0.18"
"5070",1988-06-17,"0.05"
"5071",1988-07-17,"0"
"5072",1988-08-17,"0.05"
"5073",1988-09-17,"0"
"5074",1988-10-17,"0"
"5075",1988-11-17,"0"
"5076",1988-12-17,"0"
"5077",1989-01-17,"0"
"5078",1989-02-17,"0"
"5079",1989-03-17,"0"
"5080",1989-04-17,"0.8"
"5081",1989-05-17,"0"
"5082",1989-06-17,"0.73"
"5083",1989-07-17,"0"
"5084",1989-08-17,"0.07"
"5085",1989-09-17,"0.05"
"5086",1989-10-17,"0.3"
"5087",1989-11-17,"0.4"
"5088",1989-12-17,"0.67"
"5089",1990-01-17,"0.04"
"5090",1990-02-17,"0.52"
"5091",1990-03-17,"0"
"5092",1990-04-17,"0"
"5093",1990-05-17,"0.01"
"5094",1990-06-17,"0"
"5095",1990-07-17,"0"
"5096",1990-08-17,"0"
"5097",1990-09-17,"0"
"5098",1990-10-17,"0"
"5099",1990-11-17,"0"
"5100",1990-12-17,"0.65"
"5101",1991-01-17,"1.44"
"5102",1991-02-17,"0"
"5103",1991-03-17,"0"
"5104",1991-04-17,"0.06"
"5105",1991-05-17,"0"
"5106",1991-06-17,"0.45"
"5107",1991-07-17,"0"
"5108",1991-08-17,"0"
"5109",1991-09-17,"0.13"
"5110",1991-10-17,"1.55"
"5111",1991-11-17,"0"
"5112",1991-12-17,"0"
"5113",1992-01-17,"0"
"5114",1992-02-17,"2.05"
"5115",1992-03-17,"0"
"5116",1992-04-17,"0"
"5117",1992-05-17,"0"
"5118",1992-06-17,"0"
"5119",1992-07-17,"0"
"5120",1992-08-17,"0.58"
"5121",1992-09-17,"0"
"5122",1992-10-17,"0.03"
"5123",1992-11-17,"0"
"5124",1992-12-17,"0.05"
"5125",1993-01-17,"0"
"5126",1993-02-17,"0.6"
"5127",1993-03-17,"1"
"5128",1993-04-17,"0.55"
"5129",1993-05-17,"0.05"
"5130",1993-06-17,"0"
"5131",1993-07-17,"0"
"5132",1993-08-17,"0"
"5133",1993-09-17,"0.2"
"5134",1993-10-17,"0.7"
"5135",1993-11-17,"0.53"
"5136",1993-12-17,"0"
"5137",1994-01-17,"0"
"5138",1994-02-17,"0"
"5139",1994-03-17,"0"
"5140",1994-04-17,"0.58"
"5141",1994-05-17,"0.1"
"5142",1994-06-17,"0"
"5143",1994-07-17,"0"
"5144",1994-08-17,"0"
"5145",1994-09-17,"0.02"
"5146",1994-10-17,"0"
"5147",1994-11-17,"0"
"5148",1994-12-17,"0"
"5149",1995-01-17,"0.8"
"5150",1995-02-17,"0"
"5151",1995-03-17,"0.68"
"5152",1995-04-17,"0"
"5153",1995-05-17,"0.98"
"5154",1995-06-17,"0"
"5155",1995-07-17,"0.38"
"5156",1995-08-17,"0"
"5157",1995-09-17,"1.03"
"5158",1995-10-17,"0"
"5159",1995-11-17,"0"
"5160",1995-12-17,"0"
"5161",1996-01-17,"0.15"
"5162",1996-02-17,"0.25"
"5163",1996-03-17,"0"
"5164",1996-04-17,"0.45"
"5165",1996-05-17,"0.7"
"5166",1996-06-17,"0"
"5167",1996-07-17,"0"
"5168",1996-08-17,"0"
"5169",1996-09-17,"0"
"5170",1996-10-17,"0"
"5171",1996-11-17,"0"
"5172",1996-12-17,"0.97"
"5173",1997-01-17,"0"
"5174",1997-02-17,"0"
"5175",1997-03-17,"0"
"5176",1997-04-17,"0.2"
"5177",1997-05-17,"0"
"5178",1997-06-17,"0.15"
"5179",1997-07-17,"0"
"5180",1997-08-17,"0"
"5181",1997-09-17,"0"
"5182",1997-10-17,"0"
"5183",1997-11-17,"0"
"5184",1997-12-17,"0"
"5185",1998-01-17,"0"
"5186",1998-02-17,"0"
"5187",1998-03-17,"0"
"5188",1998-04-17,"1.15"
"5189",1998-05-17,"0"
"5190",1998-06-17,"0"
"5191",1998-07-17,"0"
"5192",1998-08-17,"0.37"
"5193",1998-09-17,"0"
"5194",1998-10-17,"0"
"5195",1998-11-17,"0"
"5196",1998-12-17,"0"
"5197",1999-01-17,"0"
"5198",1999-02-17,"0"
"5199",1999-03-17,"0"
"5200",1999-04-17,"0"
"5201",1999-05-17,"0"
"5202",1999-06-17,"0"
"5203",1999-07-17,"0"
"5204",1999-08-17,"0"
"5205",1999-09-17,"1.55"
"5206",1999-10-17,"0"
"5207",1999-11-17,"0"
"5208",1999-12-17,"0"
"5209",2000-01-17,"0.18"
"5210",2000-02-17,"0"
"5211",2000-03-17,"0.25"
"5212",2000-04-17,"0"
"5213",2000-05-17,"0"
"5214",2000-06-17,"0.35"
"5215",2000-07-17,"0.1"
"5216",2000-08-17,"0"
"5217",2000-09-17,"0"
"5218",2000-10-17,"0"
"5219",2000-11-17,"0"
"5220",2000-12-17,"1.77"
"5221",2001-01-17,"0"
"5222",2001-02-17,"0.1"
"5223",2001-03-17,"0"
"5224",2001-04-17,"0"
"5225",2001-05-17,"0"
"5226",2001-06-17,"0"
"5227",2001-07-17,"0.05"
"5228",2001-08-17,"0.13"
"5229",2001-09-17,"0"
"5230",2001-10-17,"1.25"
"5231",2001-11-17,"0"
"5232",2001-12-17,"0.05"
"5233",2002-01-17,"0.1"
"5234",2002-02-17,"0.05"
"5235",2002-03-17,"0"
"5236",2002-04-17,"0.25"
"5237",2002-05-17,"0.15"
"5238",2002-06-17,"0"
"5239",2002-07-17,"0"
"5240",2002-08-17,"0"
"5241",2002-09-17,"0"
"5242",2002-10-17,"0.7"
"5243",2002-11-17,"2.65"
"5244",2002-12-17,"0"
"5245",2003-01-17,"0"
"5246",2003-02-17,"0"
"5247",2003-03-17,"0"
"5248",2003-04-17,"0"
"5249",2003-05-17,"0"
"5250",2003-06-17,"0"
"5251",2003-07-17,"0"
"5252",2003-08-17,"0"
"5253",2003-09-17,"0"
"5254",2003-10-17,"0"
"5255",2003-11-17,"0"
"5256",2003-12-17,"0.15"
"5257",2004-01-17,"0"
"5258",2004-02-17,"0"
"5259",2004-03-17,"0.05"
"5260",2004-04-17,"0"
"5261",2004-05-17,"0.05"
"5262",2004-06-17,"0"
"5263",2004-07-17,"0"
"5264",2004-08-17,"0.11"
"5265",2004-09-17,"0.1"
"5266",2004-10-17,"0.06"
"5267",2004-11-17,"0"
"5268",2004-12-17,"0.01"
"5269",2005-01-17,"0.04"
"5270",2005-02-17,"0.04"
"5271",2005-03-17,"0"
"5272",2005-04-17,"0"
"5273",2005-05-17,"0.05"
"5274",2005-06-17,"0.35"
"5275",2005-07-17,"0"
"5276",2005-08-17,"0"
"5277",2005-09-17,"0.65"
"5278",2005-10-17,"0"
"5279",2005-11-17,"0.4"
"5280",2005-12-17,"0"
"5281",2006-01-17,"0"
"5282",2006-02-17,"0.25"
"5283",2006-03-17,"0"
"5284",2006-04-17,"0"
"5285",2006-05-17,"0"
"5286",2006-06-17,"0"
"5287",2006-07-17,"0"
"5288",2006-08-17,"0"
"5289",2006-09-17,"0"
"5290",2006-10-17,"0"
"5291",2006-11-17,"0.95"
"5292",2006-12-17,"0"
"5293",2007-01-17,"0"
"5294",2007-02-17,"0"
"5295",2007-03-17,"2.35"
"5296",2007-04-17,"1.53"
"5297",2007-05-17,"0.28"
"5298",2007-06-17,"0.2"
"5299",2007-07-17,"0"
"5300",2007-08-17,"0"
"5301",2007-09-17,"0"
"5302",2007-10-17,"0"
"5303",2007-11-17,"0"
"5304",2007-12-17,"0"
"5305",1982-01-18,"0"
"5306",1982-02-18,"0"
"5307",1982-03-18,"0"
"5308",1982-04-18,"0"
"5309",1982-05-18,"0"
"5310",1982-06-18,"0.11"
"5311",1982-07-18,"0"
"5312",1982-08-18,"0.25"
"5313",1982-09-18,"0"
"5314",1982-10-18,"0"
"5315",1982-11-18,"0"
"5316",1982-12-18,"0"
"5317",1983-01-18,"0"
"5318",1983-02-18,"0.37"
"5319",1983-03-18,"0"
"5320",1983-04-18,"2.25"
"5321",1983-05-18,"0"
"5322",1983-06-18,"0"
"5323",1983-07-18,"0"
"5324",1983-08-18,"0"
"5325",1983-09-18,"1.05"
"5326",1983-10-18,"0"
"5327",1983-11-18,"0.13"
"5328",1983-12-18,"0"
"5329",1984-01-18,"0"
"5330",1984-02-18,"0"
"5331",1984-03-18,"0.1"
"5332",1984-04-18,"0"
"5333",1984-05-18,"0"
"5334",1984-06-18,"0"
"5335",1984-07-18,"0"
"5336",1984-08-18,"0"
"5337",1984-09-18,"0"
"5338",1984-10-18,"0"
"5339",1984-11-18,"0"
"5340",1984-12-18,"0"
"5341",1985-01-18,"0"
"5342",1985-02-18,"0"
"5343",1985-03-18,"0"
"5344",1985-04-18,"0"
"5345",1985-05-18,"0.04"
"5346",1985-06-18,"0"
"5347",1985-07-18,"0"
"5348",1985-08-18,"0"
"5349",1985-09-18,"0"
"5350",1985-10-18,"0"
"5351",1985-11-18,"1.03"
"5352",1985-12-18,"0"
"5353",1986-01-18,"0"
"5354",1986-02-18,"0.22"
"5355",1986-03-18,"0.03"
"5356",1986-04-18,"0"
"5357",1986-05-18,"0.02"
"5358",1986-06-18,"0"
"5359",1986-07-18,"0"
"5360",1986-08-18,"0"
"5361",1986-09-18,"0"
"5362",1986-10-18,"0"
"5363",1986-11-18,"0"
"5364",1986-12-18,"0"
"5365",1987-01-18,"0"
"5366",1987-02-18,"0"
"5367",1987-03-18,"0.11"
"5368",1987-04-18,"0.02"
"5369",1987-05-18,"0.01"
"5370",1987-06-18,"0.23"
"5371",1987-07-18,"0"
"5372",1987-08-18,"0"
"5373",1987-09-18,"0.04"
"5374",1987-10-18,"0"
"5375",1987-11-18,"0"
"5376",1987-12-18,"0.08"
"5377",1988-01-18,"0"
"5378",1988-02-18,"0"
"5379",1988-03-18,"0"
"5380",1988-04-18,"0"
"5381",1988-05-18,"0"
"5382",1988-06-18,"0"
"5383",1988-07-18,"0.24"
"5384",1988-08-18,"0"
"5385",1988-09-18,"0"
"5386",1988-10-18,"0"
"5387",1988-11-18,"0.85"
"5388",1988-12-18,"0"
"5389",1989-01-18,"0.02"
"5390",1989-02-18,"0"
"5391",1989-03-18,"0"
"5392",1989-04-18,"0"
"5393",1989-05-18,"0"
"5394",1989-06-18,"0.02"
"5395",1989-07-18,"0.24"
"5396",1989-08-18,"0"
"5397",1989-09-18,"0.6"
"5398",1989-10-18,"0.69"
"5399",1989-11-18,"0"
"5400",1989-12-18,"0"
"5401",1990-01-18,"0.1"
"5402",1990-02-18,"0.04"
"5403",1990-03-18,"0.03"
"5404",1990-04-18,"0.56"
"5405",1990-05-18,"0.35"
"5406",1990-06-18,"0"
"5407",1990-07-18,"0"
"5408",1990-08-18,"0"
"5409",1990-09-18,"0"
"5410",1990-10-18,"0"
"5411",1990-11-18,"0"
"5412",1990-12-18,"0.03"
"5413",1991-01-18,"0.1"
"5414",1991-02-18,"0"
"5415",1991-03-18,"0"
"5416",1991-04-18,"0"
"5417",1991-05-18,"0.6"
"5418",1991-06-18,"0.16"
"5419",1991-07-18,"0"
"5420",1991-08-18,"0"
"5421",1991-09-18,"0"
"5422",1991-10-18,"0.03"
"5423",1991-11-18,"0"
"5424",1991-12-18,"1.17"
"5425",1992-01-18,"0"
"5426",1992-02-18,"0"
"5427",1992-03-18,"0.03"
"5428",1992-04-18,"0.25"
"5429",1992-05-18,"0"
"5430",1992-06-18,"0"
"5431",1992-07-18,"0"
"5432",1992-08-18,"1.26"
"5433",1992-09-18,"0"
"5434",1992-10-18,"0.03"
"5435",1992-11-18,"0.3"
"5436",1992-12-18,"0.85"
"5437",1993-01-18,"0"
"5438",1993-02-18,"0"
"5439",1993-03-18,"0.17"
"5440",1993-04-18,"0"
"5441",1993-05-18,"0"
"5442",1993-06-18,"0"
"5443",1993-07-18,"0"
"5444",1993-08-18,"0"
"5445",1993-09-18,"0.15"
"5446",1993-10-18,"0.08"
"5447",1993-11-18,"0.18"
"5448",1993-12-18,"0"
"5449",1994-01-18,"0"
"5450",1994-02-18,"0"
"5451",1994-03-18,"0"
"5452",1994-04-18,"0"
"5453",1994-05-18,"0"
"5454",1994-06-18,"0.41"
"5455",1994-07-18,"0.55"
"5456",1994-08-18,"1.03"
"5457",1994-09-18,"0"
"5458",1994-10-18,"0"
"5459",1994-11-18,"1.35"
"5460",1994-12-18,"0.15"
"5461",1995-01-18,"0"
"5462",1995-02-18,"0"
"5463",1995-03-18,"0.23"
"5464",1995-04-18,"0"
"5465",1995-05-18,"0.5"
"5466",1995-06-18,"0"
"5467",1995-07-18,"0.95"
"5468",1995-08-18,"0"
"5469",1995-09-18,"0"
"5470",1995-10-18,"0"
"5471",1995-11-18,"0"
"5472",1995-12-18,"0"
"5473",1996-01-18,"0"
"5474",1996-02-18,"0"
"5475",1996-03-18,"0"
"5476",1996-04-18,"0"
"5477",1996-05-18,"0"
"5478",1996-06-18,"0"
"5479",1996-07-18,"0"
"5480",1996-08-18,"0"
"5481",1996-09-18,"0.9"
"5482",1996-10-18,"0"
"5483",1996-11-18,"0"
"5484",1996-12-18,"0"
"5485",1997-01-18,"0"
"5486",1997-02-18,"0"
"5487",1997-03-18,"0"
"5488",1997-04-18,"1.35"
"5489",1997-05-18,"0.05"
"5490",1997-06-18,"0.05"
"5491",1997-07-18,"0.2"
"5492",1997-08-18,"0"
"5493",1997-09-18,"0"
"5494",1997-10-18,"0"
"5495",1997-11-18,"0"
"5496",1997-12-18,"0"
"5497",1998-01-18,"0"
"5498",1998-02-18,"2.2"
"5499",1998-03-18,"0"
